produto_id;support_vector_regression
9101;1.1000136073287141
9555;1.1000052562035962
9825;1.099970846674458
10333;1.0999610084194287
10545;1.1000057289588643
18286;1.099978016142345
19534;1.0999988817267565
19535;1.1000205205412446
19622;1.099977905154906
19676;1.0999827921802119
19681;4.1000396220763875
3909;1.9001178324423968
19733;1.0999696807218893
1905;1.8997547741406415
3961;1.0999960475214825
1260;1.8975198947930747
3571;1.100024993293042
4659;1.1000084675715387
5604;1.0999495994060458
1498;1.099994708413686
2296;1.0999872179341565
2373;1.1000055770882589
5386;1.8994291332946662
33;1.0999994999935665
34;1.1000111609112246
57;1.0999827731418728
117;2.1019786285532414
184;1.1000681455978327
308;7.899464460643859
522;1.099991904557422
989;1.1026870921723098
1259;1.0999981904928546
1387;1.9012728390957319
2086;1.100028211374696
2344;1.1000002723939057
2375;1.0999921707350553
2413;8.117610103297539
2835;1.1016456578059364
2861;4.130225792045444
2923;1.1000065613151284
3000;2.902430592948151
3046;1.099996014675484
3166;1.0999967635983838
3334;1.0997910309289225
3367;1.0999983928172998
3370;1.8998203427819917
3419;2.109540444441889
3423;1.0999899675085811
3488;1.1002943792165718
3555;12.109512145804926
3642;1.099991485135896
4204;1.099954404274437
4321;1.0999817798876803
4433;1.0999929112221085
4521;1.1000037668516245
4574;1.1000077509183626
4583;2.1005819871026614
4732;1.0999218334925
4775;1.099983176088482
4884;1.0
4923;1.0999576056708231
5090;1.1000105543228647
5117;1.100015601965798
5229;1.0
5507;1.0999806636743006
5530;1.099963865103594
5791;1.1000085405971953
6675;1.0999939681054172
6709;19.90067571399426
6883;1.100011925615139
7954;1.0999929162907738
9974;1.0999768332471427
10062;1.1000018421614768
14130;1.1000070678516811
18565;1.9000646597960755
18892;7.900160885342062
19483;1.0999812767562935
19492;1.0
4261;1.1057511434770158
7087;1.100457344883929
5988;1.1000210105257158
9832;1.1000158082734175
1902;1.0999978936451782
2263;4.099994751993935
2583;1.9004279680190699
2990;1.1021923950544505
2996;5.898311508806453
2997;2.109055605151611
3053;1.1000089303731624
3556;4.121895544132505
3649;1.9011586466045935
4580;4.920391229866506
5029;1.1000036860520797
5054;1.0999905998158026
5075;1.0999880030326095
5392;1.09997457433017
5969;1.0998649701161545
6227;1.0999891730721771
6438;4.109862794639993
6440;1.1003786365094912
6639;1.1000041643871297
6872;1.0999795443362856
6927;1.9005813969114969
6960;1.9052485196391413
7434;1.1000545601680511
7780;1.1006805253277618
7979;1.100004089933809
8263;2.0953820034390986
8798;1.099993969969086
8901;1.9008361475368296
8908;1.8990928717440123
9020;1.0999993473293617
9384;1.100015014974556
10437;1.1000144811647599
10750;1.9002212358039539
10797;1.099950268339185
11131;1.1000006892045262
11167;1.1000033840894208
11613;1.1000104523658703
11793;1.099983062307067
11886;1.1002040540974294
11889;2.900250831653235
11908;1.0999872912269413
13970;1.1000010463303829
14613;89.11442559221877
14615;52.90518151137224
16936;1.1000063506259914
17859;1.0999843042858224
512;1.1000004790943922
674;1.1114381519254493
1137;2.905020331496422
1597;1.9000445860187363
1861;1.9000585377766361
2150;1.0999873359309609
3443;1.1000078941114926
3490;1.0999887469663023
3735;1.1003018667659736
4681;1.1000113786265542
5574;7.900247272776975
6429;1.9017079085668793
6667;1.099985938896617
6925;2.918896866613934
7843;1.9000269131156564
8732;1.9003869473778794
9626;5.116680911264094
11021;1.0999889863209869
11161;1.100511664561307
11225;4.100567318818465
11933;1.100001453398212
12118;4.100021773860094
12413;3.0981307218842074
17397;1.9009851847223547
5850;1.0999949069023516
1553;1.903182609084411
15131;22.099256262099374
39;1.1000310473681612
55;1.1036355114673526
63;2.100797583648423
112;1.0999758229328016
122;1.9002232671676316
343;1.099988889740497
595;4.100021815190911
704;1.899946333270018
1135;1.1000048274292236
1303;1.099983362517027
1436;1.1000042209824987
1593;1.9001969385447042
1825;1.1000019586779677
1915;5.924041757968732
1949;1.1000137306808644
2101;1.100040793593819
2165;1.1000016911447854
2172;1.0999955114729905
2447;1.099991007894367
2478;1.0999430903042822
2513;1.0999697572195979
2587;1.0999876818018828
2665;1.1001138609337626
3161;3.1010871896968912
3372;1.1000053307197635
3376;1.0999999472757371
3379;1.1000010798198776
3450;1.0999898013942928
3726;3.9313930147860687
4071;1.100004470803274
4182;1.099980127338183
4402;1.9001148167590804
4458;2.0990399475647354
4507;2.100413348052697
4908;1.0999288488268606
5057;1.0999993109083444
5284;1.1000176117620737
5389;1.100001525712497
5404;1.0999937308310228
5431;1.1000098957039415
5457;1.899095205040354
5468;1.0999936713343312
5957;1.9034131191976849
6049;1.099981656250315
6237;4.1082619431427965
6744;1.0999871784713475
7282;1.9002525157861752
7448;2.1006501784827503
8139;1.099982916438309
8260;1.0999971839001303
8465;1.1005801234255912
8764;1.9012188557160226
8827;4.100114998470646
9140;1.9007986603497582
9288;1.0999720109215965
9560;1.0999816021156272
9849;3.101346749156058
9932;1.1000090090092496
9934;1.1000082702563403
9980;1.1000500788176717
10217;1.9008264346404886
10335;1.0999842112555307
11128;1.100005296694464
11746;1.100004034862129
12795;1.0999772460304031
12992;2.10565768287836
12997;2.903939185507467
14188;1.100028264474753
14616;52.1127254983511
19326;1.1000337238029658
19674;1.100569773501642
6938;1.1060551414923752
4944;1.1000111699621442
1139;1.1000140084986625
4215;1.1000080596715494
5126;1.0
91;1.1003958689190791
1253;2.1006268109790045
1257;1.9003304731470945
1823;1.1000012101947845
1917;1.9101695575502202
1970;1.0999941292399353
2277;1.1006964145526323
4238;1.0999954683866184
4400;1.0999932617238142
4778;1.0999865657650012
4785;1.100008254194059
4889;1.1000037287628768
4989;1.1013319848930188
6396;1.1000166929140982
6842;1.1000205058030368
6953;2.100283998036589
8457;1.1000022698473537
9940;1.1000007018462425
18555;1.100017839399716
19140;1.0999762360645948
19533;1.099949201920972
19847;1.1045736543564575
5437;1.1000120572179042
5716;2.1003111010582565
9556;1.0999944381454838
83;1.0999933819016716
1128;1.0999873982633988
1285;1.1006614865086641
1554;1.1012017891061856
1590;1.1000043016702832
2152;1.099946913868303
2340;1.1000290473912924
2353;1.0999713752232592
2517;1.0999584478768352
2557;1.099996391385758
2664;1.100513088383533
3385;1.1000031746366796
3420;1.8988398786977219
3475;1.9038008013415872
3661;1.1000040518540777
3813;1.0999718925334867
4146;1.1000098403074805
4550;1.0999974463306932
4947;1.1000040636344286
5027;1.1000087597839312
5035;1.0999850847820276
5267;1.1021854281203765
5311;1.099995936138213
5459;1.900228385643153
5790;1.1013945466279558
5792;1.0999960292957602
5793;1.1146441751382827
6199;2.1063871872225493
6285;1.0999929133000572
6441;1.1000580592271014
6442;2.1004088928227227
6685;1.0999882555927232
6812;1.100016206736779
7073;2.9214461316153364
7092;1.1000253328422842
7123;4.1000758293591
7183;2.1095951557628396
7436;1.0999975476180097
8512;1.0999939067235422
8804;2.1005269279625343
10470;1.100630303401627
10635;1.09997829340002
11023;1.8991922899214773
19173;1.1000097540482736
19279;1.9000314328120782
3434;1.0999693406626396
4074;1.0999900150572497
4137;1.1001872752718573
5948;1.1000402684139572
8033;1.0999970055966706
8132;4.099988298114435
8187;1.901983210034923
8595;1.8995505717705607
8849;1.1000014757517125
9897;2.1002595340564696
10636;1.0999895159021695
19368;1.0999901992764078
239;1.099964598799544
274;7.906217745511702
294;4.100002597464451
345;1.0999896747825382
488;4.099994658940374
656;1.1000028818831393
1136;1.0999794824950233
1527;1.1000011265806109
1592;1.1000032576401755
1837;1.0999731779205828
1960;1.0999944305711642
2239;1.0999605257260572
2856;1.1000044868103123
3330;2.8998306722781737
3374;2.1001315763255857
3447;1.1012056233569807
4082;1.1000214343317394
4201;1.0999921825311287
4218;1.1000155471673976
4546;1.099994505433012
4687;1.099997395229704
4689;3.100677096158164
4789;1.9004783750744072
4795;1.099996482381608
5012;1.9037614465276596
5055;1.100003539027405
5071;1.0999903101872874
5248;1.099954148957551
5403;1.9035682889743448
5428;1.099997016004981
5578;2.1077950895775865
5862;1.901381047009608
6111;1.8951781909668772
6343;1.1000082094334642
6397;1.100487438760974
6398;2.1004028989392753
6468;1.0999817457390613
6680;1.0999774827519566
6967;1.1000571836403865
7113;1.1000073753313189
7114;1.1000399770872047
7207;1.1005672438283942
7240;1.8998882097600096
7273;1.100027650761739
7293;1.100020528751494
7361;1.1000044710201162
7389;1.1000210874508451
8327;1.0999060224596713
8766;1.9000980378322532
9353;1.100023001091159
9542;2.103985511300804
9679;1.1000393789131349
9935;1.0999865164389149
9976;1.1000657979791848
10058;1.1000145881688215
10140;1.1008044406519564
19679;1.1000019289012544
5287;1.0999970703608617
1044;1.0999954723706098
4534;4.90042211119466
5984;1.0999533701378459
7275;1.100052305995923
4673;1.0999791351712513
35;1.1000132788180679
545;1.101925619316039
775;1.1000958788923922
1343;4.099981005503404
1824;1.1000166966739249
1922;1.9006831040735954
1943;1.8989817201144161
2128;1.100000593931096
2282;2.109482963588644
2366;1.099990780348691
2567;2.902776311352956
2589;1.0999962131782945
2722;1.1000160454027799
2922;1.1012899301255386
3755;1.9000193133674697
3794;1.1000016815925497
4164;1.099996085152175
4210;1.0999956101441932
4994;1.099981925972627
5080;1.0999610758511342
5082;1.099995889807254
5522;1.0999032508359379
5905;1.1000227529816489
6721;1.1000054773560202
6952;1.0999832284399562
7332;1.1000506400231198
8469;1.1004327105536973
9254;1.0999796165055802
9256;1.8998430242291302
9472;1.0999597787521502
9933;1.1000051091466188
9937;1.1000086012179953
10334;1.0999312327575579
18554;1.1000082266717641
19135;1.0
19155;1.100024622304045
19282;1.1000959639398875
19336;1.0
19451;1.1000077216099198
1258;1.101096667033894
6950;1.1002274849095424
17943;1.0999694581808015
9578;1.9054776095434143
4743;10.10009130444421
6975;1.0
339;1.1000029326343186
1306;1.1000067421831168
1351;1.0999888467140235
1631;1.1000005839387503
1857;1.0999855787381199
2146;1.1000217406720139
2155;1.1000096713017942
2254;1.0999984767097144
2720;1.0999966327452908
3384;1.1000027057085395
3654;1.0999934726184417
3754;3.104205788127476
4567;1.099981333565665
4571;1.1000163656341004
4683;1.0999978830124522
5895;1.1000167135975594
5896;1.1000104558480643
6210;1.0999881694255507
7115;1.100022404068071
7270;1.0999830762415423
7271;1.1000035213531696
7272;2.9008872913090062
7309;1.1019708494647609
7347;1.100039213325488
7353;1.0999847636568034
7367;1.1000148897747155
7429;1.100021776614057
8020;1.099994257798325
8108;1.1025236135388967
8157;1.1000044610323285
8270;1.1000094617839657
8540;4.100349633727248
8707;2.0974163504157626
8826;1.1000018485123177
9017;2.10016834634074
9079;1.0999735457690267
11051;1.0999898408601834
13946;1.0999663115940472
18607;1.099986429284146
19343;1.1000158851144723
19762;1.099998902966794
19883;1.0
19933;1.1000052046715671
19944;1.899615129984543
41;1.0999735524366718
990;1.8994435520543314
5980;1.0999955380898752
5989;1.0999832109428276
6156;1.0998532138235593
6981;2.099683307244562
7100;1.1000132154137359
7357;1.0999943387437663
7816;1.0999993958321466
8291;1.1000145421775818
8320;1.8985916837444616
8819;1.100036943609071
19366;1.0999824795541349
2093;1.1000006820146626
2692;1.1000497991269778
8288;1.0999994510762412
8534;8.100078053113169
5965;1.0999758745276877
5966;1.0999880734139276
7331;1.1000302226895282
10311;1.0999962238914964
516;1.0999982449112198
526;1.1000026091199016
680;1.9003030580046554
1024;1.1000094153825444
1206;1.0999754031698274
1207;1.0999339502783545
1635;0.9000449167150972
1775;1.1004088334273248
2144;1.1000092535006312
2168;1.0999825106219951
2174;1.0999917499577498
2208;1.099896450404303
2416;1.0999600334195674
2562;1.100011190170201
2593;1.1004911864315745
2718;1.0999887063223373
2729;1.0999653718520208
3113;1.1000160947793687
3149;1.0999296605517377
3156;1.100008644191878
3428;1.0999854117510597
3554;1.1000090927512292
3633;1.0999791038407278
3725;1.1000048135366582
3963;1.0999679139181513
4076;1.10000057695094
4643;1.0999591565107356
4854;1.0999924450987935
5355;1.1000051603032026
5382;1.100144474895414
5514;1.0
5930;10.099775457729699
6290;1.1000036720191644
6471;1.0999953875603357
8284;1.1000070714183985
8693;1.9001729244850107
19440;1.1000003543872745
19612;1.0999779248544035
19652;1.0999999786243913
19826;1.000030663564155
19852;1.100079110365455
19854;1.0
4191;1.1000033267394227
509;1.0999998986349093
4322;2.100106375751429
5053;1.9005253392111106
10210;1.099951026839664
6407;1.0999899041951635
342;1.1000677991471508
603;4.100020066608845
1302;1.0999962277067319
1420;1.0999879960859817
1856;1.1000257670442841
1859;1.099999075671537
2103;1.1000276955291253
2127;1.0999235242953997
2131;1.0999898331809397
2222;1.0999704035367288
2511;1.0999940457876543
2731;1.0999977498543996
2937;1.0
3395;1.099972024561712
3397;1.1000068116724784
3602;1.1032826216460598
4001;1.1000223742704252
4212;1.0999775731667571
4341;1.0
4467;1.0999955638279466
4784;1.1000267710747331
4918;1.099994173040081
4965;1.099995568862056
5006;1.0999401065720806
5096;1.100008803793333
5253;1.0999929467087934
5717;2.099999807160173
5852;1.100013160146978
5961;1.0999224342887945
6030;1.09996714963349
6479;1.1000037711866182
6658;1.1000175120065767
6955;1.0999985185898153
6977;1.1000212183531857
7182;10.914011430709365
7308;1.9005473253818033
7323;1.9000525453817114
7862;1.1000702181362771
8195;1.099977661343731
8358;1.0999894258799978
9490;2.8990263008387647
9491;3.8987150692157884
9939;1.100033098671765
10379;1.1000009419103038
10911;1.8998048479459417
11977;6.108690644267643
19502;1.1000111967743122
19706;1.0
19856;1.099983586149769
4608;1.1000184289920325
10629;1.1000155278240187
3621;1.0999919929112494
7939;1.0999471566975232
10048;1.1000084213006243
107;1.100000412954857
635;1.0999746979196374
879;1.9000246044306255
1231;1.1000770000180884
1399;1.0999876592900915
1603;1.100056831472557
2272;1.0999496622253417
2512;1.1000218894554337
2546;1.1000055662535537
2693;1.1043199395016874
3312;1.1000047854469923
3993;1.100029772535656
4196;1.1001493881320237
4302;1.0999729047065885
4312;1.100043476856086
4323;1.099946341425288
4329;1.0999966569075958
4468;1.1003428509786035
4838;1.1000111592065394
4855;1.0999540716059584
5019;1.1002618110997686
5023;1.1000042598232374
5026;1.1000114144820599
5213;1.0999427889335909
5458;1.1000073792447531
5614;1.1003566990935179
5641;1.100009482230488
6096;1.099988219113551
6711;1.100002984407586
6713;1.9005670566893522
6876;1.1000804016809425
6986;1.1000132419571167
8171;1.1001850075521489
8218;1.1001647395378251
9055;1.0999597472020803
9277;4.09998108365614
9290;1.100040133667202
11269;11.909177480868115
12194;1.0999999867760804
3304;1.099971249157637
3704;1.1000320102562355
4300;1.1000212572443204
4301;1.0999932548920364
629;1.1007243725811655
1047;1.0999758909894504
1860;1.1000040996143392
2043;1.0999757087231452
2151;1.1000008705100113
2156;1.1000182698689542
2224;1.1000213742184757
2264;1.1000196179347999
2347;1.1000040581233375
2675;1.0998913002865818
3917;1.100904562089394
4158;4.923246292730145
4163;1.0999901537895727
4185;1.1000231387294663
4295;1.100004222440389
4325;1.099932876897435
4642;1.0999738976970206
4670;1.1000022670634109
5343;1.099965352643937
5914;1.1000627909116898
5920;1.0999083876503017
6212;1.0999989011731304
6384;1.100005735219303
6395;1.1000376695047918
6410;1.900253926720802
6663;1.1000049921890525
6689;1.0999738469615523
6739;1.1000054758400544
6879;1.1000050540094501
6933;1.0999989170427606
7781;1.0999112213815023
7874;1.0999894893744706
8645;1.0999835165322698
9581;1.1000086239551305
9959;1.9003763450351525
11904;3.1045463386617924
12450;6.898688971587618
14150;14.904742638317149
14239;1.1000000431596832
14322;1.1000269958957882
14759;1.0999976144704147
16454;1.9001543174129343
16462;1.9003405132496032
16470;2.100479878060052
17564;6.900312390103992
19104;7.90182253554188
19322;1.099994767845853
19469;1.0
19687;1.8999639643313417
6142;1.1012980752581998
19384;1.0999750445544565
11343;1.9010777028017953
1063;1.1001085689676864
3439;1.1002367107527569
8243;1.0999979338510792
10647;4.100398751080459
12237;1.1033641636427662
12249;2.099737533336315
347;1.100009729511067
486;4.100010013069341
1690;1.90592793133513
1737;1.0999766719670334
1916;2.1028778121179235
2118;1.1000043934520474
2299;1.099990986019854
2342;1.0999936854908872
2564;1.1000000023251801
3146;1.0999454662925179
3655;1.0999850249168825
3731;1.1000039009142437
3744;1.1000195395816963
3758;2.10018029577583
5300;1.1000037258755435
5422;1.0999631945527981
5469;1.1000065664874839
5643;1.0999333060237197
6019;1.10000989447733
6045;1.099996980554321
6109;3.900036718830722
6748;1.100015708234054
8268;1.0999579087050608
8586;3.1000660916547265
8848;1.0999993917787252
9246;1.100011402310424
9500;1.0999928388589373
9597;1.0999996450915206
9829;1.0999478656225494
9968;1.1000056259162467
10289;1.100483514337981
10418;1.1000220796838827
11265;3.9020567301111506
11670;1.1000062898160983
11717;1.100191860672675
11800;1.0999713814216503
11890;1.1001751613603914
11894;2.109193359721777
12036;1.1000213232893792
12531;1.099998334384133
12966;1.1000053559569387
13473;1.099995105623642
14025;1.0999955897330356
14406;1.0999966415851756
14549;1.1005954941992329
14557;1.1000213089362787
14579;1.1000071125371336
17152;4.100052299695743
17565;4.101478455907119
19345;1.1000130704761284
19425;1.100032039573652
438;1.0999959782634425
4138;1.0999985567485893
4237;1.0
4869;1.0999772056281074
5174;1.0999745899874382
348;1.0999842859812632
116;1.1000607647540015
823;1.0999639737909748
1611;1.1000414763150315
2157;1.0999892057616312
2357;1.099997499612568
2475;1.1000063269424925
3377;1.0999795038619222
3729;1.1000007450427571
4314;1.099997795789411
4605;1.0999807334999925
5286;1.100010813045417
6789;1.9030345983219923
19463;1.0999413218958656
340;1.0999542488996443
1899;1.099968549022114
2047;1.0999574599196087
2225;1.0999959672546402
2364;1.1000581180057516
2732;1.0999929580747585
4190;1.099976026653751
4555;1.100003450401492
5390;1.1000359028404905
6657;1.1000460429747974
6985;1.1001593397771792
7094;1.099995507824699
7108;1.0999859013754891
7208;1.1000171638886656
7256;1.0
7378;1.1000166280495565
7379;1.1000112851013637
7812;1.0999831310154553
7889;1.8999773613879833
8467;1.0999796516257758
8568;2.1000450219906672
8729;1.1000035060535822
9852;2.0998985731162234
10226;1.1000079440580892
11052;1.0999955867663704
14129;1.0999944014477891
19490;1.0999962671405148
1245;1.100002261226153
2370;1.0999993486282356
7111;1.0999849351040187
6642;1.100002278762338
76;4.100023046540944
3481;1.099949018954688
8646;1.1000025634679265
688;1.1000000007197874
3747;1.099963492588735
7819;2.0993174593612376
9380;2.9002294927566825
217;1.0999887203936618
718;1.1000330593389447
807;1.1000038668795917
825;1.0999985314087795
1552;1.1000226911919877
2116;1.0999819146266048
2119;1.0999811783214424
2594;1.100010191777276
2598;1.0999647998427435
3627;1.0999808134853155
4156;4.096891151620564
4761;1.0
5076;1.0999557732230485
5911;1.1000163748917147
5955;1.1000339396467829
5982;1.1000083031849288
6027;1.0999841319971058
6220;1.1000073743031846
6388;1.0999925238972583
6699;1.1000031632959621
6982;1.899787519907298
7205;4.099995589593171
7322;1.100044826025377
7324;1.1000205522610282
7424;1.1000111212535149
7899;1.100000675633035
7941;1.0999960118462324
8194;1.1000506453455239
8463;1.099977396227421
8685;3.1000185267344813
8687;1.9022608263277117
9299;1.0999869433523752
9671;1.1000055125269634
10125;1.1001867734231094
10269;1.100029137666075
11357;3.1001215761085277
11525;1.899796016255212
5028;1.0999956016195322
5325;1.0999891571208742
6875;1.902309445311284
7235;1.0999773518316458
8269;1.1000284974816172
4919;1.0999890287533596
3432;2.1017482186113168
3489;1.1000136521133954
5649;1.9002893182651541
7907;1.1003325954699057
9696;1.1001278592561883
3392;1.1000637217075515
4565;1.0999604996234358
7008;1.1000052930131017
7345;1.1000485904992692
8036;1.0999865423069017
8725;1.0999476104706907
14900;1.100011844124103
18288;1.0999525257667429
678;1.0999947460579043
1738;1.1002711313015894
3939;1.100013069231347
4445;2.106379696401983
4906;1.0999898985432475
5345;1.099992565808909
5987;1.1000039375802377
