produto_id;regressao_linear
5318;39.686424372256994
1134;1.7278477689732015
1604;2.882122401367507
2343;4.262410193783064
4181;7.303558302268214
4726;3.865956952206868
5211;1.6170075060331401
1057;2.733851996528369
1089;89.34489385441391
1247;39.93288933268588
2592;1.6166227192573328
3714;42.285445925424234
3968;38.27024488235975
4552;7.993872156609066
5316;40.08269927869641
7578;39.75092486207804
8023;3.652753376356127
180;42.307632001882325
333;1.8849834293537233
1255;2.907550769535445
3625;1.5984359930972465
3795;1.6734660961068846
4288;8.233412793034912
4570;6.52040232710768
5715;4.025776321576746
5718;3.442038600056328
6140;16.998065295303398
11520;2.569678932611128
22;4.079477331890728
32;41.26935835572125
71;1.5822317018240224
309;19.699087089668144
496;8.795218965355668
985;11.601438334770153
1235;41.48647615916531
1254;6.809604526510663
1256;5.716254329961104
1275;41.14274670978825
1317;10.095725403423575
1426;6.476468270712825
1830;1.798230702402147
2162;1.3069640739666184
2166;1.6963723097124883
2285;2.1057042577407823
2403;40.27990399505001
2591;1.3053136045182205
2955;1.6759482119020628
4207;2.447396756180979
4259;2.6154057880640966
5405;1.6312337787706177
5737;1.8048684156764339
5937;41.224304631349185
18601;3.951520831871114
19614;41.30687482415672
19615;3.0951090375816115
19621;40.5310823939564
334;2.455343592439817
1889;11.480431964151984
2348;4.859387300292527
2349;42.38019649677552
2873;1.7239621704952208
2663;41.862527112791064
5134;1.1646354831833832
11053;39.846407485820826
19683;40.64676817595687
1831;1.6745785244436246
2167;1.3467856030555918
3365;40.820090278651136
24;3.6920930053901704
26;19.108065187269947
70;5.70464517932701
119;6.751749117484191
134;40.740350279807245
337;2.451560313302147
435;77.1625208638654
444;7.921922241195949
459;11.563745767002903
490;7.5624884276744035
525;1.1456976413759932
1041;7.361098838846602
1248;40.824656488696746
1477;2.5645439839648954
1654;2.496997525311435
1792;2.623107880699951
1886;41.530513523900815
1921;2.1058484431177136
1941;40.47731761929635
2102;3.23693124736595
2125;1.2754675376403515
2132;1.298202547165841
2133;1.948064603992462
2205;3.035150018097102
2247;40.57422874829454
2338;2.1430438235814346
2404;40.67419715391961
2566;1.5698506274631083
2717;1.3397442242432698
2724;2.7179835273892556
2734;40.94930182689669
2921;1.3602052466604393
3105;3.63558567327224
3316;3.1611622977486844
3383;1.5157198376916885
3644;39.644108626438616
3656;6.5499684474171245
3715;10.147196036839716
3721;40.09012505930926
3753;44.15696218303436
3793;1.8447089979408966
4080;1.5925320611311355
4205;2.445580142109888
4211;1.775371976532579
4216;2.872166284145815
4217;40.550468144240824
4431;40.25683896666235
4435;43.46269620396666
4549;4.085080095120346
4562;2.7008207320889857
4572;2.338302727738098
4604;1.7098389579065028
4637;40.5883152085455
4907;1.4030311458122078
5014;8.808142976255166
5015;15.825074966024848
5016;11.636771359145026
5031;3.110471544303198
5058;1.9985833128693309
5092;1.8473176547868053
5208;3.758104541915197
5460;40.99886832983906
5586;5.118300361378132
6106;40.46049007239689
6286;40.70931985044515
6439;4.53012441540342
6443;1.5554294091793035
6915;7.623743604534214
7678;3.659571199432345
7842;1.6639630121797981
9508;36.697452176263084
9734;4.2512035004980975
14701;1.6465174880428788
16237;2.738172735394294
16267;41.147814445960876
18566;7.948725395607627
18581;4.776161528753371
18604;3.3363953906603614
19531;43.53018993700301
19699;43.557876667589895
85;41.85858243311265
3024;9.659683757060742
3653;3.3043687156961266
4186;44.333697182154694
19613;2.619914402491468
56;1.963598973004823
2862;1.6374807045305781
3973;2.2911719047930705
4068;1.3189345234022276
4079;1.3978108719754696
4136;2.079983820261906
4305;2.4108830321186656
4559;2.3935010657197644
4909;1.3471213371276187
5034;39.56869566134664
5064;1.5471139864338919
5960;40.04750169133437
7101;2.855293892733705
4157;5.8444084405747665
464;2.741993633523282
710;1.5100888353433302
736;1.9817931562695188
848;39.86644874352314
1227;3.2336838064177345
1297;11.903563083062615
1338;1.2274517439193706
1519;41.48356508900594
1788;3.899801341103458
1795;4.654038346663875
1924;1.4586464390315292
1944;8.691969624986667
2241;39.92960540054966
2339;2.5714753796888243
2345;1.9812977746187475
2346;1.343945169849541
2360;1.062645052591597
2396;10.999789297528297
2725;1.482535459056956
2794;5.315389593347551
2918;40.66469291929036
3476;8.727758170518392
3712;1.3156682978273628
3792;1.740205977594003
4058;2.988021861191582
4078;1.4004408826720112
4214;4.066716735935424
4455;41.13245488806854
4553;1.6307059929398013
4566;2.7923356043929792
