produto_id;media_movel
5318;1.239858178028598
1134;1.3358467856071243
1604;2.9993397065339877
2343;5.856856071728828
4181;13.474247782427028
4726;3.7800557590946084
5211;1.855194238160891
1057;3.5401917857474814
1089;195.48185152558653
1247;1.5945165910038241
2592;2.1168719811457777
3714;76.35737758039977
3968;60.926983089988425
4552;17.33602864914951
5316;1.2427615752328585
7578;75.67115111788553
8023;3.1719036482719645
180;3.2469969204708775
333;3.7176562536793085
1255;4.577543027438537
3625;2.5156514013841615
3795;1.9304042380904924
4288;11.902169701131811
4570;10.40692441761189
5715;4.137462703690823
5718;3.065934442594468
6140;37.81689280293358
11520;2.5645431231739764
22;8.177207778305956
32;3.0898049198767694
71;2.3519829314179788
309;27.72626367515295
496;12.148154178871323
985;20.181167759176788
1235;2.1078371275292227
1254;16.04673644267723
1256;10.268222007275426
1275;1.0984675395218062
1317;10.45653622650184
1426;12.152270269018118
1830;2.0736830994635653
2162;1.5090694022017033
2166;2.3199057330064647
2285;2.1534796608774798
2403;1.0
2591;1.5664532182942708
2955;1.5952021687270914
4207;2.7007357003490426
4259;3.846175089219116
5405;1.493250428102968
5737;3.1312255665679913
5937;0.9335396933393696
18601;7.119142108502956
19614;2.576291003196104
19615;3.789992302372468
19621;1.2749423711557384
334;3.2849163288483396
1889;19.639329794071273
2348;8.593159562803407
2349;1.17312606063728
2873;2.1387400666554868
2663;75.19673640174733
5134;1.1256554065569766
11053;1.4692530426910366
19683;1.5474117189657761
1831;1.5327192280588164
2167;1.3935074867042694
3365;1.0704337987761203
24;5.085823684485376
26;39.31325910720079
70;7.702688802638761
119;9.821030384066376
134;1.9662189035171878
337;3.202352424129174
435;161.46089768499587
444;8.026407183171216
459;16.107608286969935
490;9.363440689797244
525;1.2017023187913773
1041;5.607374159490092
1248;1.5580697360379645
1477;3.2870226709617896
1654;4.43754380349327
1792;2.907870292246656
1886;1.4350266244601215
1921;2.654189412813139
1941;1.3598714950220128
2102;2.970660954241726
2125;1.5202777842401503
2132;1.5497423207868763
2133;1.9178092546146956
2205;1.0811004394063417
2247;1.1333492426775664
2338;1.853484343224622
2404;1.1343675154643371
2566;1.3325950141787395
2717;1.0929139811177464
2724;3.556433283267353
2734;1.0
2921;1.5629843502897387
3105;2.7014455419682406
3316;3.941758306861857
3383;1.9603343851641597
3644;1.0927622761562112
3656;16.03242966625112
3715;14.470995866710382
3721;1.2975425524850444
3753;72.25765497348584
3793;2.1004765639081313
4080;2.343288853690609
4205;2.8576023860177315
4211;1.6471288250359635
4216;4.492170040840847
4217;1.2522391149448637
4431;1.6924239386689948
4435;1.8637048223683337
4549;6.62473745309876
4562;2.8194371079543146
4572;2.983996445650803
4604;1.7400186969858464
4637;0.9396329588774819
4907;1.482938966291762
5014;14.256068113575111
5015;26.87362609833599
5016;15.243227551165546
5031;4.211464481557414
5058;2.290161138438066
5092;1.9949431819501307
5208;5.253137037952342
5460;1.6706705202241778
5586;9.597431682523847
6106;2.5994867113393525
6286;1.0
6439;4.555691248654512
6443;1.7148138555137322
6915;8.20121408998989
7678;3.9758026204661405
7842;1.988733975631277
9508;40.17956526790772
9734;5.990459084546046
14701;1.5012456143160264
16237;3.0777104617302484
16267;1.4510079522800865
18566;16.01589782669339
18581;6.760980862785686
18604;3.7814289813815094
19531;1.0
19699;2.9825956854067357
85;1.1242755954616541
3024;16.7649517499799
3653;4.0520868955835
4186;1.0
19613;2.8736940881155135
56;2.517106562562958
2862;2.1448407408706203
3973;1.6015505417710685
4068;1.5503200170222868
4079;1.6242361852062714
4136;1.9872904698331268
4305;5.029164084321337
4559;2.1584705447376678
4909;1.369648087671795
5034;0.9456687635105041
5064;2.150123945612819
5960;1.513146641663198
7101;3.1099670165351085
4157;8.503877404829609
464;3.978191623392945
710;1.3532588079542833
736;1.8057692937162173
848;1.1718638777593675
1227;2.8523887839796345
1297;16.66061694397763
1338;1.6581998360404668
1519;1.5175373532576089
1788;6.525318926913087
1795;9.169508656180824
1924;1.5758356907283328
1944;10.842224957087637
2241;1.296517887291337
2339;3.528860098536029
2345;2.151150665458772
2346;1.7838830749938523
2360;1.1013478705868422
2396;14.288043125126933
2725;2.0439317159388253
2794;11.915051312656487
2918;1.936945280847084
3476;9.453590515157657
3712;1.2557941090701972
3792;1.8827686593786623
4058;3.527432176185016
4078;1.2984899952044628
4214;5.402240867685805
4455;1.0
4553;1.4206407769202656
4566;3.4054081497814366
4569;5.9448901121816675
4688;1.5425119773865852
5007;1.550044288797375
5070;2.1664721956984465
5132;3.161980754976298
5329;1.9474094360207914
5402;4.51299936136644
5463;1.603685530812136
5524;1.1019791444164877
5528;0.9903922076948568
5557;2.191976715609883
5851;4.6516564550635735
5931;1.369962510707861
6020;1.3828650697386493
6233;3.250888968570848
6279;1.7152561533871022
6281;3.9738790768050194
6399;2.4721113324056176
6556;1.7109148329036117
6659;1.3140683688877886
6810;1.2085410258648452
6924;9.662474760030136
6951;6.074065332578925
6964;7.332638206207093
6970;7.191840556035459
7009;2.131291060900793
