produto_id;regressao_linear
5318;1.157693618241714
1134;1.6498393309278931
1604;2.69040649533477
2343;3.7040381979529684
4181;12.486874368309145
4726;2.831955950808487
5211;1.8691766091886421
1057;3.407188458868063
1089;164.45047433667423
1247;1.6132908775530623
2592;1.838382000531297
3714;89.99885692043608
3968;46.89578128239964
4552;13.88152746924311
5316;1.1759756668474193
7578;115.4438489766253
8023;3.775114655742243
180;2.874108565353282
333;3.4042845625766347
1255;3.636305387022219
3625;2.5170030277813
3795;1.8613789414391988
4288;5.156981184079655
4570;8.273485402295137
5715;4.2307277789727635
5718;2.922888485686812
6140;23.847487482458973
11520;2.326873800446066
22;6.650144606937488
32;2.0804425832723226
71;1.659317768594434
309;21.41509823639126
496;10.938059329715543
985;16.62215025069804
1235;2.0569576042799866
1254;13.412320226332213
1256;8.492284862158272
1275;1.4479405338706428
1317;8.776752989327676
1426;12.918016782575705
1830;1.8764931276021954
2162;1.3467692611011088
2166;2.4034590517791514
2285;2.0143013795140376
2403;1.0659154791774945
2591;1.5020015606343051
2955;1.512174198983466
4207;2.6496022603072618
4259;4.107304298177837
5405;1.3983979487362568
5737;2.7150553186748425
5937;1.158684207606381
18601;6.568565339755764
19614;2.12899675293275
19615;4.050027444742057
19621;1.3785842394372736
334;2.8885814904046754
1889;18.97187259916973
2348;5.587923176975181
2349;1.108528227145456
2873;1.745413097344752
2663;68.3583652810612
5134;1.1177823557062876
11053;1.13522660172229
19683;1.460999357667438
1831;1.44916027274013
2167;1.3962174330952593
3365;1.2038024337920703
24;3.998189646853092
26;31.441486472776432
70;6.777389235853462
119;7.192897827320564
134;1.5359922328751971
337;3.0830410498667504
435;128.9801217336826
444;6.1230853131825995
459;13.777700560403787
490;8.237235580896368
525;1.235045436223361
1041;5.239133887994939
1248;1.3336334747071916
1477;2.3900870925678745
1654;3.238904319168853
1792;3.0421494805505063
1886;1.151173725485176
1921;2.618700720012953
1941;1.1792113564558928
2102;3.2830363499905246
2125;1.491600606135279
2132;1.512342371875178
2133;1.7683285823974018
2205;1.3771812485924215
2247;1.0856930969897771
2338;2.3561650782809522
2404;1.2172790578114459
2566;1.2258049231560797
2717;1.1732512900449634
2724;3.017902328267155
2734;1.2629217332612868
2921;1.444137538397925
3105;2.6866062924510175
3316;3.9285734304833113
3383;1.6308697977085558
3644;1.134711325092944
3656;15.978370916480344
3715;15.107715766875117
3721;1.2749906877379047
3753;83.37284063706466
3793;1.783079495335743
4080;2.1599003400249615
4205;2.4605356040618744
4211;1.2711764968896304
4216;4.6440453779312065
4217;1.1272105362804954
4431;1.6603490904895182
4435;1.937166959611261
4549;9.024512070435662
4562;2.2065826291437567
4572;2.173202565681194
4604;1.5715588587468972
4637;0.2777700591665564
4907;1.412191650991474
5014;14.54347325714184
5015;25.04614477874202
5016;14.436256605482868
5031;3.2200635085754783
5058;2.044213037197167
5092;2.0433882200984
5208;5.818847074202495
5460;1.2950889281876492
5586;7.538671994801234
